,date,title_translate,title,searchCount,rank,words_list,"Coron-Related ( 1 yes, 0 not ) "
1451,2020/01/30,On the official quarantine period can eat garlic,官方谈防疫期可吃蒜,0,2,"['官方', '谈', '防疫', '期可', '吃', '蒜']",
1452,2020/01/30,Hubei long to respond to criticism,湖北省长回应批评,0,3,"['湖北', '湖北省', '长', '回应', '批评']",
1453,2020/01/30,Wife Vanessa Bryant sound,科比妻子瓦妮莎发声,0,4,"['科比', '妻子', '瓦妮', '莎', '发声']",
1454,2020/01/30,Shandong delay notify school,山东延迟开学通知,0,5,"['山东', '延迟', '开学', '通知']",
1455,2020/01/30,Anhui extended holiday notice,安徽放假延长通知,0,6,"['安徽', '放假', '延长', '通知']",
1456,2020/01/30,SF respond interception masks,顺丰回应拦截口罩,0,7,"['顺丰', '回应', '拦截', '口罩']",
1457,2020/01/30,Wuhan surrounding the epidemic crisis,武汉周边的疫情危机,0,8,"['武汉', '周边', '的', '疫情', '危机']",
1458,2020/01/30,Wang Fei donated masks to Taiwan,汪小菲捐口罩给台湾,0,9,"['汪小菲', '捐', '口罩', '给', '台湾']",
1459,2020/01/30,The patient was diagnosed four detection,患者4次检测才确诊,0,10,"['患者', '4', '次', '检测', '才', '确诊']",
1460,2020/01/30,Shandong enterprises return to work delayed,山东延迟企业复工,0,11,"['山东', '延迟', '企业', '复工']",
1461,2020/01/30,Vanessa Bryant avatar change,瓦妮莎换科比头像,0,12,"['瓦妮', '莎换', '科比', '头像']",
1462,2020/01/30,Zhou in the United States by helicopter,周立波在美乘直升机,0,13,"['周立波', '在', '美乘', '直升', '升机', '直升机']",
1463,2020/01/30,Grizzlies Knicks conflict,灰熊尼克斯爆发冲突,0,14,"['灰熊', '尼克', '克斯', '尼克斯', '爆发', '冲突']",
1464,2020/01/30,Police for the prevention unfortunate death,民警为防疫不幸殉职,0,15,"['民警', '为', '防疫', '不幸', '殉职']",
1465,2020/01/30,Zhejiang talk of confirmed cases increased,浙江谈确诊病例增加,0,16,"['浙江', '谈', '确诊', '病例', '增加']",
1466,2020/01/30,"Hubei, Zhejiang outside the heaviest outbreak",湖北外浙江疫情最重,0,17,"['湖北', '外', '浙江', '疫情', '最重']",
1467,2020/01/30,Wuhan Fan Bingbing donated 500 000,范冰冰为武汉捐50万,0,18,"['冰冰', '范冰冰', '为', '武汉', '捐', '50', '万']",
1468,2020/01/30,Xin Zhang sun and doctors chat,张馨予晒与医生聊天,0,19,"['张馨予', '晒', '与', '医生', '聊天']",
1469,2020/01/30,Most donations not used,捐赠品大部分没法用,0,20,"['捐赠', '品', '大部', '部分', '大部分', '没法', '没法用']",
1470,2020/01/30,James left thigh new tattoo,詹姆斯左大腿新纹身,0,21,"['詹姆斯', '左', '大腿', '新', '纹身']",
1471,2020/01/30,Two doctors were injured fighting the epidemic,两名抗疫医生被打伤,0,22,"['两名', '抗疫', '医生', '被', '打伤']",
1472,2020/01/30,Couples diagnosed with asymptomatic wife,夫妻确诊妻子无症状,0,23,"['夫妻', '确诊', '妻子', '症状', '无症状']",
1473,2020/01/30,Zhejiang local epidemic inflection point,浙局部疫情出现拐点,0,24,"['浙', '局部', '疫情', '出现', '拐点']",
1474,2020/01/30,Beijing ninety percent are diagnosed with mild,北京九成确诊是轻症,0,25,"['北京', '九成', '确诊', '是', '轻症']",
1475,2020/01/30,The new crown spread of the virus decreased force,新冠病毒传播力下降,0,26,"['新冠', '病毒', '传播', '病毒传播', '力', '下降']",
1476,2020/01/30,Business meeting 11 people infected,企业开会11人感染,0,27,"['企业', '开会', '11', '人', '感染']",
1477,2020/01/30,Net Red donate 100 million credited into account 90 million,网红捐1亿到账9千万,0,28,"['网红捐', '1', '亿到', '账', '9', '千万']",
1478,2020/01/30,To accompany the female student was found cancer,陪女学生物发现患癌,0,29,"['陪女', '学生', '物', '发现', '患癌']",
1479,2020/01/30,Jiangxi officials suspect a dye pneumonia,江西一官员疑染肺炎,0,30,"['江西', '一', '官员', '疑染', '肺炎']",
1480,2020/01/30,Wulantuya donations Wuhan,乌兰图雅捐款武汉,0,31,"['乌兰', '乌兰图', '雅', '捐款', '武汉']",
1481,2020/01/30,Illegal disclosure of outbreaks have been notified,违规泄露疫情被通报,0,32,"['违规', '泄露', '疫情', '被', '通报']",
1482,2020/01/30,Customs detected in 11 patients,海关检出11例患者,0,33,"['海关', '检出', '11', '例', '患者']",
1483,2020/01/30,The epidemic is still in the diffusion phase,疫情仍处于扩散阶段,0,34,"['疫情', '仍', '处于', '扩散', '阶段']",
1484,2020/01/30,Beijing suspended the immigration service,北京暂停出入境业务,0,35,"['北京', '暂停', '出入', '入境', '出入境', '业务']",
1485,2020/01/30,Military tears after take off the masks,军医摘下口罩后落泪,0,36,"['军医', '摘下', '口罩', '后', '落泪']",
1486,2020/01/30,Raytheon Hill Hospital all the electricity,雷神山医院全部通电,0,37,"['雷', '神山', '医院', '全部', '通电']",
1487,2020/01/30,Three kinds of drugs inhibit virus,3种药有效抑制病毒,0,38,"['3', '种药', '有效', '抑制', '病毒']",
1488,2020/01/30,3 cell isolation unit,小区3个单元被隔离,0,39,"['小区', '3', '个', '单元', '被', '隔离']",
1489,2020/01/30,Infected people will spit Responsibility,感染者吐口水将追责,0,40,"['感染', '感染者', '吐口', '水将', '追责']",
1490,2020/01/30,End of February Nissan 180 million masks,2月底日产1.8亿口罩,0,41,"['2', '月底', '日产', '1.8', '亿', '口罩']",
1491,2020/01/30,Finland confirmed the first case,芬兰确诊首例病例,0,42,"['芬兰', '确诊', '首例', '病例']",
1492,2020/01/30,Nanning Railway Bureau outage information,南宁铁路局停运信息,0,43,"['南宁', '铁路', '路局', '铁路局', '停运', '信息']",
1493,2020/01/30,"Huanggang Wei, director of health committee dismissed",黄冈卫健委主任免职,0,44,"['黄冈', '卫健委', '主任', '免职']",
1494,2020/01/30,Beijing emergence of clusters of cases,北京出现聚集性病例,0,45,"['北京', '出现', '聚集', '性', '病例']",
1495,2020/01/30,Jiangxi delayed return to work notice,江西延迟复工通知,0,46,"['江西', '延迟', '复工', '通知']",
1496,2020/01/30,Start a response Tibet,西藏启动一级响应,0,47,"['西藏', '启动', '一级', '响应']",
1497,2020/01/30,Fan Fan hate users in Taiwan,范玮琪怼台湾网友,0,48,"['范玮琪', '怼', '台湾', '网友']",
1498,2020/01/30,Japan confirmed three cases back charter,返日本包机确诊3例,0,49,"['返', '日本', '包机', '确诊', '3', '例']",
1499,2020/01/30,Beijing seems to run into the period,北京转入扩散期迹象,0,50,"['北京', '转入', '扩散', '期', '迹象']",
1500,2020/01/31,14 infected health care starting sound,14名感染医护首发声,0,1,"['14', '名', '感染', '医护', '首发', '声']",
1501,2020/01/31,Business meeting 11 people infected,企业开会11人感染,0,2,"['企业', '开会', '11', '人', '感染']",
1502,2020/01/31,Zhejiang local epidemic inflection point,浙局部疫情出现拐点,0,3,"['浙', '局部', '疫情', '出现', '拐点']",
1503,2020/01/31,Hubei secretary of mourning for the dead,湖北书记为逝者哀悼,0,4,"['湖北', '书记', '为', '逝者', '哀悼']",
1504,2020/01/31,Wuhan transfer rumors should be tolerant eight people,武汉传谣8人应宽容,0,5,"['武汉', '传谣', '8', '人应', '宽容']",
1505,2020/01/31,Net Red donate 100 million credited into account 90 million,网红捐1亿到账9千万,0,6,"['网红捐', '1', '亿到', '账', '9', '千万']",
1506,2020/01/31,Official Journal conflict Vulcan Mountain,官方通报火神山冲突,0,7,"['官方', '通报', '火神', '山', '冲突']",
1507,2020/01/31,"Huanggang Wei, director of health committee dismissed",黄冈卫健委主任免职,0,8,"['黄冈', '卫健委', '主任', '免职']",
1508,2020/01/31,Hebei delayed return to work notice,河北延迟复工通知,0,9,"['河北', '延迟', '复工', '通知']",
1509,2020/01/31,Party Secretary was stopped at the entrance to the village,省委书记被拦在村口,0,10,"['省委', '书记', '省委书记', '被', '拦', '在', '村口']",
1510,2020/01/31,Tianjin doubts about the cause of a patient,天津一患者病因存疑,0,11,"['天津', '一', '患者', '病因', '存疑']",
1511,2020/01/31,Thai Prime Minister visited after fever,泰国总理视察后发烧,0,12,"['泰国', '总理', '视察', '后', '发烧']",
1512,2020/01/31,Public health emergencies,突发公共卫生事件,0,13,"['突发', '公共', '卫生', '公共卫生', '事件']",
1513,2020/01/31,Zhu Wen donors Wuhan,朱之文捐助武汉,0,14,"['朱之文', '捐助', '武汉']",
1514,2020/01/31,Ministry of Foreign Affairs to respond to WHO,外交部回应世卫组织,0,15,"['外交', '外交部', '回应', '世卫', '组织']",
1515,2020/01/31,Liaoning is now asymptomatic cases,辽宁现无症状病例,0,16,"['辽宁', '现', '症状', '无症状', '病例']",
1516,2020/01/31,Guangzhou is still selling stolen Wildlife,广州仍偷卖野生动物,0,17,"['广州', '仍', '偷', '卖', '野生', '生动', '动物', '野生动物']",
1517,2020/01/31,Central enterprises contribute 1.7 billion yuan,央企捐款17亿元,0,18,"['央企', '捐款', '17', '亿元']",
1518,2020/01/31,Gao Fu respond paper dispute,高福回应论文争议,0,19,"['高福', '回应', '论文', '争议']",
1519,2020/01/31,Healed those who have re-infection risk,痊愈者有再感染风险,0,20,"['痊愈', '者', '有', '再', '感染', '风险']",
1520,2020/01/31,December or virus from person to person,病毒12月或已人传人,0,21,"['病毒', '12', '月', '或', '已', '人', '传人']",
1521,2020/01/31,Wuhan hiding history caused by infection village doctor,瞒武汉史致村医感染,0,22,"['瞒', '武汉', '史致', '村医', '感染']",
1522,2020/01/31,Wuhan 61 suspected infection of health care,武汉61名医护疑感染,0,23,"['武汉', '61', '名', '医护', '疑', '感染']",
1523,2020/01/31,Pace four female viviparous,吴佩慈四胎生女,0,24,"['吴佩慈', '四', '胎生', '女']",
1524,2020/01/31,Wuhan Union Hospital rumor,武汉协和医院辟谣,0,25,"['武汉', '协和', '医院', '武汉协和医院', '辟谣']",
1525,2020/01/31,Beijing Enterprises February 10 to work,京企业2月10日上班,0,26,"['京', '企业', '2', '月', '10', '日', '上班']",
1526,2020/01/31,Most donations not used,捐赠品大部分没法用,0,27,"['捐赠', '品', '大部', '部分', '大部分', '没法', '没法用']",
1527,2020/01/31,Nanyang publish the most stringent restrictions,南阳发布最严限令,0,28,"['南阳', '发布', '最严', '限令']",
1528,2020/01/31,Guangdong appeal landlord rent-free,广东呼吁房东免租,0,29,"['广东', '呼吁', '房东', '免租']",
1529,2020/01/31,The doctor was expelled from the fight against SARS poor,医生抗疫不力被开除,0,30,"['医生', '抗疫', '不力', '被', '开除']",
1530,2020/01/31,Jiangxi 13 medical diagnosis,江西13名医护确诊,0,31,"['江西', '13', '名', '医护', '确诊']",
1531,2020/01/31,824 million the use of contributions,8.24亿捐款使用情况,0,32,"['8.24', '亿', '捐款', '使用', '情况']",
1532,2020/01/31,Donnie Yen new movie will be webcast,甄子丹新片将网播,0,33,"['甄子丹', '新片', '将', '网播']",
1533,2020/01/31,Recent exposure Kobe parents,曝科比父母近况,0,34,"['曝', '科比', '父母', '近况']",
1534,2020/01/31,Koji Yano 捐赠 opening 罩,矢野浩二捐赠口罩,0,35,"['矢野浩二', '捐赠', '口罩']",
1535,2020/01/31,Now two passenger flights fever,航班现两名发热乘客,0,36,"['航班', '现', '两名', '发热', '乘客']",
1536,2020/01/31,Zhejiang talk of confirmed cases increased,浙江谈确诊病例增加,0,37,"['浙江', '谈', '确诊', '病例', '增加']",
1537,2020/01/31,Kaia was traced pregnant supermodel,超模Kaia被曝怀孕,0,38,"['超模', 'Kaia', '被', '曝', '怀孕']",
1538,2020/01/31,Nanning Railway Bureau outage information,南宁铁路局停运信息,0,39,"['南宁', '铁路', '路局', '铁路局', '停运', '信息']",
1539,2020/01/31,US confirmed cases of human transmission,美国确诊人传人病例,0,40,"['美国', '确诊', '人', '传人', '病例']",
1540,2020/01/31,Looking Nanning eight passengers,寻找南宁八名乘客,0,41,"['寻找', '南宁', '八名', '乘客']",
1541,2020/01/31,3 cell isolation unit,小区3个单元被隔离,0,42,"['小区', '3', '个', '单元', '被', '隔离']",
1542,2020/01/31,Wang Fei donated masks to Taiwan,汪小菲捐口罩给台湾,0,43,"['汪小菲', '捐', '口罩', '给', '台湾']",
1543,2020/01/31,Wuhan Fan Bingbing donated 500 000,范冰冰为武汉捐50万,0,44,"['冰冰', '范冰冰', '为', '武汉', '捐', '50', '万']",
1544,2020/01/31,James left thigh new tattoo,詹姆斯左大腿新纹身,0,45,"['詹姆斯', '左', '大腿', '新', '纹身']",
1545,2020/01/31,Zhou in the United States by helicopter,周立波在美乘直升机,0,46,"['周立波', '在', '美乘', '直升', '升机', '直升机']",
1546,2020/01/31,Professor Zhong Nanshan met with US,钟南山会见美国教授,0,47,"['南山', '钟南山', '会见', '美国', '教授']",
1547,2020/01/31,Huanggang officials are free to respond,黄冈被免官员回应,0,48,"['黄冈', '被免', '官员', '回应']",
1548,2020/01/31,Anhui extended holiday notice,安徽放假延长通知,0,49,"['安徽', '放假', '延长', '通知']",
1549,2020/01/31,Three kinds of drugs inhibit virus,3种药有效抑制病毒,0,50,"['3', '种药', '有效', '抑制', '病毒']",
1550,2020/02/01,SHL oral liquid out of stock,双黄连口服液脱销,0,1,"['双黄', '黄连', '双黄连', '口服', '口服液', '脱销']",
1551,2020/02/01,The United States declared a state of emergency,美宣布进入紧急状态,0,2,"['美', '宣布', '进入', '紧急', '状态', '紧急状态']",
1552,2020/02/01,SHL inhibit viral exposure,曝双黄连可抑制病毒,0,3,"['曝', '双黄', '黄连', '双黄连', '抑制', '可抑制', '病毒']",
1553,2020/02/01,22-year-old nurse's hand infection,22岁感染科护士的手,0,4,"['22', '岁', '感染', '科', '护士', '的', '手']",
1554,2020/02/01,Police for the prevention and control of sacrifice,民警为防控牺牲,0,5,"['民警', '为', '防控', '牺牲']",
1555,2020/02/01,Wuhan Red Cross bar Security Correspondent,武汉红会保安拦记者,0,6,"['武汉', '红会', '保安', '拦', '记者']",
1556,2020/02/01,Hunan Shaoyang bird flu,湖南邵阳禽流感疫情,0,7,"['湖南', '邵阳', '流感', '禽流感', '疫情']",
1557,2020/02/01,Huanggang officials are free to respond,黄冈被免官员回应,0,8,"['黄冈', '被免', '官员', '回应']",
1558,2020/02/01,Wuhan 61 suspected infection of health care,武汉61名医护疑感染,0,9,"['武汉', '61', '名', '医护', '疑', '感染']",
1559,2020/02/01,8 words on Japan supplies,日本物资上的8个字,0,10,"['日本', '物资', '上', '的', '8', '个', '字']",
1560,2020/02/01,Jiangxi 13 medical diagnosis,江西13名医护确诊,0,11,"['江西', '13', '名', '医护', '确诊']",
1561,2020/02/01,Beijing Enterprises February 10 to work,京企业2月10日上班,0,12,"['京', '企业', '2', '月', '10', '日', '上班']",
1562,2020/02/01,Pace four female viviparous,吴佩慈四胎生女,0,13,"['吴佩慈', '四', '胎生', '女']",
1563,2020/02/01,Wuhan Union Hospital rumor,武汉协和医院辟谣,0,14,"['武汉', '协和', '医院', '武汉协和医院', '辟谣']",
1564,2020/02/01,20 patients discharged from hospital group,20名患者集体出院,0,15,"['20', '名', '患者', '集体', '出院']",
1565,2020/02/01,Jiangxi a patient infected 15 people,江西一患者传染15人,0,16,"['江西', '一', '患者', '传染', '15', '人']",
1566,2020/02/01,Huoxiangzhengqi to recommend drugs,藿香正气成推荐药,0,17,"['藿香', '正气', '成', '推荐', '药']",
1567,2020/02/01,Britain officially off Europe,英国正式脱欧,0,18,"['英国', '正式', '脱欧']",
1568,2020/02/01,Lakers Kobe Bryant Tribute,湖人主场致敬科比,0,19,"['湖人', '主场', '致敬', '科比']",
1569,2020/02/01,Zhong Nanshan Jifangangzhe tips,钟南山给返岗者提示,0,20,"['南山', '钟南山', '给', '返岗', '者', '提示']",
1570,2020/02/01,Apple retail stores closed mainland,苹果关闭大陆零售店,0,21,"['苹果', '关闭', '大陆', '零售', '零售店']",
1571,2020/02/01,Swiss were fortunate coffee fell short,瑞幸咖啡遭做空大跌,0,22,"['瑞幸', '咖啡', '遭', '做', '空', '大跌']",
1572,2020/02/01,Wenzhou 25 emergency measures,温州25条紧急措施,0,23,"['温州', '25', '条', '紧急', '措施', '紧急措施']",
1573,2020/02/01,The epidemic spread to five European countries,疫情蔓延至欧洲五国,0,24,"['疫情', '蔓延', '至', '欧洲', '五国']",
1574,2020/02/01,Hubei red will be accountable,湖北红会将追责,0,25,"['湖北', '红会', '将', '追责']",
1575,2020/02/01,Ding Ning beat the Mima Ito,丁宁战胜伊藤美诚,0,26,"['丁宁', '战胜', '伊藤美诚']",
1576,2020/02/01,Sichuan Jixun with passenger train,四川急寻同列车乘客,0,27,"['四川', '急', '寻同', '列车', '乘客']",
1577,2020/02/01,Han Foundation suspended by the donation,韩红基金会暂停受捐,0,28,"['韩红', '基金', '基金会', '暂停', '受捐']",
1578,2020/02/01,Italian state of emergency,意进入国家紧急状态,0,29,"['意', '进入', '国家', '紧急', '状态', '紧急状态']",
1579,2020/02/01,Party Secretary was stopped at the entrance to the village,省委书记被拦在村口,0,30,"['省委', '书记', '省委书记', '被', '拦', '在', '村口']",
1580,2020/02/01,Wuhan hiding history caused by infection village doctor,瞒武汉史致村医感染,0,31,"['瞒', '武汉', '史致', '村医', '感染']",
1581,2020/02/01,Confirmed the number of super-two hundred cities,确诊数超两百的城市,0,32,"['确诊', '数超', '两百', '的', '城市']",
1582,2020/02/01,Interpretation of the epidemic was designated PHEIC,解读疫情被定PHEIC,0,33,"['解读', '疫情', '被定', 'PHEIC']",
1583,2020/02/01,The new crown spread of the virus decreased force,新冠病毒传播力下降,0,34,"['新冠', '病毒', '传播', '病毒传播', '力', '下降']",
1584,2020/02/01,Ocean Spring mourn brothers lead misunderstood,海泉悼念兄弟引误解,0,35,"['海泉', '悼念', '兄弟', '引', '误解']",
1585,2020/02/01,Cerebral palsy child mortality mayor removed from office,脑瘫儿死亡镇长免职,0,36,"['脑瘫', '儿', '死亡', '镇长', '免职']",
1586,2020/02/01,Epidemic prevention and control personnel were robbed,疫情防控人员遭抢劫,0,37,"['疫情', '防控', '人员', '遭', '抢劫']",
1587,2020/02/01,SHL drug response,药物所回应双黄连,0,38,"['药物', '所', '回应', '双黄', '黄连', '双黄连']",
1588,2020/02/01,Gong Li painting for the new virus crown,巩俐为新冠病毒作画,0,39,"['巩俐', '为', '新冠', '病毒', '作画']",
1589,2020/02/01,Song Hye Kyo solidarity Wuhan,宋慧乔声援武汉,0,40,"['宋慧乔', '声援', '武汉']",
1590,2020/02/01,300 million chickens will run out of food,3亿只鸡将断粮,0,41,"['3', '亿只', '鸡', '将', '断粮']",
1591,2020/02/01,Zhu Wen donors Wuhan,朱之文捐助武汉,0,42,"['朱之文', '捐助', '武汉']",
1592,2020/02/01,Nanyang publish the most stringent restrictions,南阳发布最严限令,0,43,"['南阳', '发布', '最严', '限令']",
1593,2020/02/01,Recent exposure Kobe parents,曝科比父母近况,0,44,"['曝', '科比', '父母', '近况']",
1594,2020/02/01,Koji Yano 捐赠 opening 罩,矢野浩二捐赠口罩,0,45,"['矢野浩二', '捐赠', '口罩']",
1595,2020/02/01,Official Journal conflict Vulcan Mountain,官方通报火神山冲突,0,46,"['官方', '通报', '火神', '山', '冲突']",
1596,2020/02/01,Wuhan transfer rumors should be tolerant eight people,武汉传谣8人应宽容,0,47,"['武汉', '传谣', '8', '人应', '宽容']",
1597,2020/02/01,People's Daily to talk about SHL,人民日报谈双黄连,0,48,"['人民', '日报', '人民日报', '谈', '双黄', '黄连', '双黄连']",
1598,2020/02/01,The new on-line self-test system crown,新冠自测系统上线,0,49,"['新冠', '自测', '系统', '上线']",
1599,2020/02/01,Vulcan Hill Hospital energized,火神山医院通电,0,50,"['火神', '山', '医院', '通电']",
1600,2020/02/02,Hubei red will be accountable,湖北红会将追责,0,1,"['湖北', '红会', '将', '追责']",
1601,2020/02/02,Hunan Shaoyang bird flu,湖南邵阳禽流感疫情,0,2,"['湖南', '邵阳', '流感', '禽流感', '疫情']",
1602,2020/02/02,Official Response man put a mask,官方回应男子提口罩,0,3,"['官方', '回应', '男子', '提', '口罩']",
1603,2020/02/02,Patients should be close to cremated remains,患者遗体应就近火化,0,4,"['患者', '遗体', '应', '就近', '火化']",
1604,2020/02/02,Participated in the pre-diagnosed men,男子确诊前参加年会,0,5,"['男子', '确诊', '前', '参加', '年会']",
1605,2020/02/02,Information can be found at medical masks,医用口罩信息可查询,0,6,"['医用', '口罩', '信息', '可', '查询']",
1606,2020/02/02,Will start clinical cure,特效药将启动临床,0,7,"['特效', '特效药', '将', '启动', '临床']",
1607,2020/02/02,Media 5 Q Hubei Red Cross,媒体五问湖北红会,0,8,"['媒体', '五问', '湖北', '红会']",
1608,2020/02/02,The company started Flagged,公司开工遭检举,0,9,"['公司', '开工', '遭', '检举']",
1609,2020/02/02,Cough without fever do not pass 6,不发热不咳嗽传6人,0,10,"['不', '发热', '不', '咳嗽', '传', '6', '人']",
1610,2020/02/02,A patient infected 10 people,1名患者感染10人,0,11,"['1', '名', '患者', '感染', '10', '人']",
1611,2020/02/02,Return to work around the schedule to resume classes,各地复工复课时间表,0,12,"['各地', '复工', '复课', '时间', '时间表']",
1612,2020/02/02,8 transport aircraft arrived in Wuhan,8架运输机抵达武汉,0,13,"['8', '架', '运输', '运输机', '抵达', '武汉']",
1613,2020/02/02,Li Lanjuan led his unit arrived in Wuhan,李兰娟率队抵达武汉,0,14,"['李兰娟', '率队', '抵达', '武汉']",
1614,2020/02/02,Shenzhen is now transmitted cases Community,深圳现社区传播病例,0,15,"['深圳', '现', '社区', '传播', '病例']",
1615,2020/02/02,Zhong Nanshan respond faecal-oral transmission,钟南山回应粪口传播,0,16,"['南山', '钟南山', '回应', '粪口', '传播']",
1616,2020/02/02,The central bank will put in 1.2 trillion,央行将投放1.2万亿,0,17,"['央行', '将', '投放', '1.2', '万亿']",
1617,2020/02/02,Hubei wartime incentives,湖北战时奖励机制,0,18,"['湖北', '战时', '奖励', '机制']",
1618,2020/02/02,China supports the DPRK funds,朝鲜对华资金支援,0,19,"['朝鲜', '对华', '资金', '支援']",
1619,2020/02/02,Zhong Nanshan talk about trends in the number of confirmed,钟南山谈确诊数趋势,0,20,"['南山', '钟南山', '谈', '确诊', '数', '趋势']",
1620,2020/02/02,The incubation period in succession onset patients,潜伏期病人陆续发病,0,21,"['潜伏', '潜伏期', '病人', '陆续', '发病']",
1621,2020/02/02,A sudden stop of the interview,一场突然停止的采访,0,22,"['一场', '突然', '停止', '的', '采访']",
1622,2020/02/02,Han then publish a list of donations,韩红再公布捐款名单,0,23,"['韩红', '再', '公布', '捐款', '名单']",
1623,2020/02/02,Wuhan Red Cross donation process change,武汉红会改捐赠流程,0,24,"['武汉', '红会', '改', '捐赠', '流程']",
1624,2020/02/02,Red will always go to Wuhan,红会总会赴武汉,0,25,"['红会', '总会', '赴', '武汉']",
1625,2020/02/02,Hubei holiday until 13th,湖北假期延至13日,0,26,"['湖北', '假期', '延至', '13', '日']",
1626,2020/02/02,Huang Hao Tucao Elva,黄皓吐槽萧亚轩,0,27,"['黄皓吐槽', '萧亚轩']",
1627,2020/02/02,Extend the highway free of tolls,公路免收通行费延长,0,28,"['公路', '免收', '通行', '通行费', '延长']",
1628,2020/02/02,After two negative becomes positive cases,两阴后变阳病例,0,29,"['两阴后', '变阳', '病例']",
1629,2020/02/02,Delivery will be completed Vulcan Mountain,火神山将完工交付,0,30,"['火神', '山', '将', '完工', '交付']",
1630,2020/02/02,"100,000 reward was admonished doctors",奖励被训诫医生10万,0,31,"['奖励', '被', '训诫', '医生', '10', '万']",
1631,2020/02/02,300 million chickens will run out of food,3亿只鸡将断粮,0,32,"['3', '亿只', '鸡', '将', '断粮']",
1632,2020/02/02,Han Foundation suspended by the donation,韩红基金会暂停受捐,0,33,"['韩红', '基金', '基金会', '暂停', '受捐']",
1633,2020/02/02,Kobe Bryant jersey buyers return,买家归还科比球衣,0,34,"['买家', '归还', '科比', '球衣']",
1634,2020/02/02,Visit Vulcan Hill Hospital ward,探访火神山医院病房,0,35,"['探访', '火神', '山', '医院', '病房']",
1635,2020/02/02,Children should wear special masks,儿童要佩戴专用口罩,0,36,"['儿童', '要', '佩戴', '专用', '口罩']",
1636,2020/02/02,The epidemic spread to eight European countries,疫情蔓延至欧洲八国,0,37,"['疫情', '蔓延', '至', '欧洲', '八', '国']",
1637,2020/02/02,Yu does not carry traffic control,渝暂不执行交通管制,0,38,"['渝', '暂', '不', '执行', '交通', '管制', '交通管制']",
1638,2020/02/02,Official Response to sell donated masks,官方回应卖捐赠口罩,0,39,"['官方', '回应', '卖', '捐赠', '口罩']",
1639,2020/02/02,EU transport supplies,欧盟对华运送物资,0,40,"['欧盟', '对华', '运送', '物资']",
1640,2020/02/02,People's Daily issued to remind,人民日报发特别提醒,0,41,"['人民', '日报', '人民日报', '发', '特别', '提醒']",
1641,2020/02/02,22-year-old nurse's hand infection,22岁感染科护士的手,0,42,"['22', '岁', '感染', '科', '护士', '的', '手']",
1642,2020/02/02,The new on-line self-test system crown,新冠自测系统上线,0,43,"['新冠', '自测', '系统', '上线']",
1643,2020/02/02,"Zhong Nanshan, who was interviewed Tucao",采访钟南山者被吐槽,0,44,"['采访', '南山', '钟南山', '者', '被', '吐', '槽']",
1644,2020/02/02,James three pairs Lakers victory,詹姆斯三双湖人大胜,0,45,"['詹姆斯', '三', '双湖', '人', '大胜']",
1645,2020/02/02,Vulcan Hill Hospital delivery units,火神山医院交付部队,0,46,"['火神', '山', '医院', '交付', '部队']",
1646,2020/02/02,Refuse to enforce the quarantine,拒绝隔离将强制执行,0,47,"['拒绝', '隔离', '将', '强制', '执行', '强制执行']",
1647,2020/02/02,The United States declared a state of emergency,美宣布进入紧急状态,0,48,"['美', '宣布', '进入', '紧急', '状态', '紧急状态']",
1648,2020/02/02,Jiangxi a patient infected 15 people,江西一患者传染15人,0,49,"['江西', '一', '患者', '传染', '15', '人']",
1649,2020/02/02,Huoxiangzhengqi to recommend drugs,藿香正气成推荐药,0,50,"['藿香', '正气', '成', '推荐', '药']",
1650,2020/02/03,Han then publish a list of donations,韩红再公布捐款名单,0,1,"['韩红', '再', '公布', '捐款', '名单']",
1651,2020/02/03,A sudden stop of the interview,一场突然停止的采访,0,2,"['一场', '突然', '停止', '的', '采访']",
1652,2020/02/03,Chengdu 5.1 earthquake occurred,成都发生5.1级地震,0,3,"['成都', '发生', '5.1', '级', '地震']",
1653,2020/02/03,Hubei confirmed cases broken million,湖北确诊病例破万,0,4,"['湖北', '确诊', '病例', '破万']",
1654,2020/02/03,Red Cross supplies private takeover,民企接管红会物资,0,5,"['民企', '接管', '红会', '物资']",
1655,2020/02/03,Zhong Nanshan talk epidemic prevention and control,钟南山再谈疫情防控,0,6,"['南山', '钟南山', '再谈', '疫情', '防控']",
1656,2020/02/03,Vulcan Hill Hospital admissions begin,火神山医院开始接诊,0,7,"['火神', '山', '医院', '开始', '接诊']",
1657,2020/02/03,London terrorist attack incident,伦敦发生恐袭事件,0,8,"['伦敦', '发生', '恐袭', '事件']",
1658,2020/02/03,Nanchong murder occurred,四川南充发生凶案,0,9,"['四川', '南充', '发生', '凶案']",
1659,2020/02/03,Zhong Nanshan talk epidemic mortality,钟南山谈疫情死亡率,0,10,"['南山', '钟南山', '谈', '疫情', '死亡', '死亡率']",
1660,2020/02/03,Selina tears at the airport collapse,Selina在机场泪崩,0,11,"['Selina', '在', '机场', '泪崩']",
1661,2020/02/03,The official response to Yang Man-man event,官方回应杨曼曼事件,0,12,"['官方', '回应', '杨曼曼', '事件']",
1662,2020/02/03,Chengdu epicenter many rooms damage,成都震中多处房损坏,0,13,"['成都', '震中', '多处', '房', '损坏']",
1663,2020/02/03,Bryant was traced to the autopsy report,科比尸检报告被曝,0,14,"['科比', '尸检', '报告', '被', '曝']",
